ID,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Time spent on TV,Number of meals per day,Change in your weight,Health issue during lockdown,Stress busters,Time utilized,"Do you find yourself more connected with your family, close friends , relatives  ?",What you miss the most
R869,37,2.0,Good,Laptop/Desktop,1.0,1.0,7.0,0.5,1,2,Remain Constant,NO,Listening to music,YES,YES,Travelling
R870,22,5.0,Average,Smartphone,3.0,0.0,8.0,3.0,0,3,Remain Constant,NO,Both listining music and scrolling down social media,NO,YES,School/college
R871,33,4.0,Average,Laptop/Desktop,1.0,0.0,7.0,1.0,N,4,Increased,NO,Cooking,YES,YES,School/college
R872,17,1.0,Very poor,Smartphone,2.0,0.0,7.0,2.0,1,3,Increased,YES,Dancing,NO,NO,"Friends , relatives"
R873,20,4.0,Average,Smartphone,5.0,1.0,7.0,0.5,0,3,Decreased,NO,Listening to music,YES,YES,School/college
R874,19,2.0,Average,Laptop/Desktop,2.0,1.0,9.0,2.0,1,4,Remain Constant,NO,Listening to music,NO,NO,"Friends , relatives"
R875,20,4.0,Average,Smartphone,3.0,1.0,7.0,1.0,1,2,Increased,NO,Meditation,YES,YES,Travelling
R876,21,3.0,Very poor,Smartphone,4.0,1.0,5.0,2.0,0,3,Remain Constant,NO,Sleeping,YES,YES,School/college
R877,17,7.0,Very poor,Smartphone,2.0,1.0,6.0,3.0,1,3,Increased,NO,Watching web series,NO,YES,Travelling
R878,20,3.0,Poor,Smartphone,2.0,0.0,7.0,3.0,1,2,Decreased,YES,Watching web series,NO,YES,"Friends, relatives & travelling"
R879,20,7.0,Very poor,Laptop/Desktop,4.0,0.0,7.0,2.0,1,3,Remain Constant,NO,Online gaming,YES,YES,Travelling
R880,19,10.0,Average,Laptop/Desktop,3.0,1.0,5.0,1.0,0.5,4,Remain Constant,NO,Reading books,NO,NO,"Friends , relatives"
R881,21,5.0,Average,Laptop/Desktop,2.0,0.0,9.0,1.0,2,3,Remain Constant,NO,Listening to music,NO,NO,ALL
R882,20,8.0,Average,Laptop/Desktop,5.0,1.0,5.0,3.0,0.5,3,Remain Constant,NO,Listening to music,NO,YES,Roaming around freely
R883,36,5.0,Good,Laptop/Desktop,4.0,1.0,5.0,1.0,1,2,Remain Constant,NO,Reading,YES,YES,Travelling
R884,20,4.0,Very poor,Smartphone,4.0,0.0,8.0,1.0,0,3,Remain Constant,NO,Meditation,NO,NO,Eating outside
R885,31,4.0,Good,Laptop/Desktop,3.0,2.0,9.0,2.0,0,2,Decreased,NO,Talking,YES,YES,Travelling
R886,22,6.0,Very poor,Laptop/Desktop,4.0,0.0,8.0,2.0,0.5,4,Increased,NO,Sleeping,NO,NO,School/college
R887,22,5.0,Average,Smartphone,4.0,1.0,8.0,2.0,1,2,Decreased,NO,Listening to music,YES,YES,Travelling
R888,28,3.0,Good,Laptop/Desktop,2.0,1.0,8.0,4.0,1,3,Remain Constant,NO,Reading,YES,YES,Travelling
R889,16,5.0,Very poor,Smartphone,1.0,0.0,10.0,3.0,0,2,Decreased,NO,Scrolling through social media,NO,NO,"Friends , relatives"
R890,20,2.0,Average,Smartphone,3.0,0.0,12.0,7.0,1.5,4,Decreased,YES,Scrolling through social media,NO,NO,School/college
R891,21,2.0,Very poor,Smartphone,4.0,0.0,8.0,1.0,2,3,Increased,YES,Listening to music,NO,NO,Roaming around freely
R892,19,4.0,Average,Laptop/Desktop,3.0,2.0,7.0,4.0,0,3,Decreased,NO,Online gaming,NO,YES,Travelling
R893,20,6.0,Average,Laptop/Desktop,2.0,1.0,8.0,2.0,1,3,Remain Constant,NO,Sleeping,YES,YES,Roaming around freely
R894,14,2.0,Good,Smartphone,2.0,1.0,8.0,3.0,1,3,Increased,NO,Sleeping,NO,YES,School/college
R895,26,1.0,Average,Smartphone,3.0,1.0,8.0,4.0,0,3,Decreased,YES,Watching web series,NO,YES,Roaming around freely
R896,21,3.0,Very poor,Laptop/Desktop,2.0,0.0,8.0,6.0,5,4,Increased,NO,Listening to music,NO,YES,Roaming around freely
R898,19,5.0,Very poor,Smartphone,2.0,0.0,6.0,3.0,0,1,Increased,NO,Online gaming,NO,YES,Travelling
R899,19,8.0,Very poor,Laptop/Desktop,2.0,1.0,6.0,2.0,0,3,Remain Constant,NO,Sleeping,NO,NO,Roaming around freely
R900,21,7.0,Good,Any Gadget,7.0,0.0,10.0,3.0,0,3,Remain Constant,NO,Sleeping,YES,YES,School/college
R901,23,4.0,Very poor,Laptop/Desktop,1.0,0.0,7.0,8.0,2,3,Decreased,NO,Online surfing,NO,YES,Travelling
R902,19,5.0,Very poor,Smartphone,2.0,0.0,7.0,3.0,0,3,Increased,NO,Scrolling through social media,YES,YES,Eating outside
R903,27,1.0,Average,Laptop/Desktop,2.0,0.0,8.0,3.0,2,3,Increased,NO,Cooking,YES,YES,Travelling
R904,33,3.0,Average,Smartphone,1.0,0.0,6.0,1.0,4,2,Decreased,YES,Sleeping,NO,YES,Roaming around freely
R905,21,5.0,Average,Smartphone,3.0,1.0,11.0,3.0,2,3,Remain Constant,NO,Cooking,NO,NO,School/college
R906,21,2.0,Very poor,Smartphone,3.0,0.0,8.0,4.0,1,3,Remain Constant,NO,Watching web series,NO,NO,All
R907,24,0.0,Very poor,Smartphone,1.0,0.0,5.0,4.0,6,3,Decreased,YES,Scrolling through social media,NO,YES,"Friends , relatives"
R908,23,0.0,Good,Laptop/Desktop,0.0,0.0,8.0,3.0,0,1,Remain Constant,NO,Social Media,NO,NO,Gym
R909,20,5.0,Good,Laptop/Desktop,1.0,1.0,8.0,1.0,1,4,Decreased,NO,Listening to music,YES,YES,Colleagues
R910,29,10.0,Good,Laptop/Desktop,7.0,1.0,6.0,7.0,2,2,Remain Constant,NO,Web Series,YES,YES,Eating outside
R911,20,4.0,Average,Laptop/Desktop,1.0,1.0,10.0,5.0,0.3,3,Decreased,NO,Online surfing,YES,YES,Travelling
R912,21,1.0,Good,Smartphone,5.0,0.0,7.0,2.0,2,2,Remain Constant,NO,Dancing,NO,NO,School/college
R913,21,6.0,Average,Laptop/Desktop,2.0,1.0,8.0,5.0,2,2,Increased,NO,Reading books,NO,YES,Roaming around freely
R914,19,7.0,Average,Laptop/Desktop,1.0,1.0,5.0,6.0,1,3,Remain Constant,NO,Dancing,NO,YES,"Friends , relatives"
R915,19,5.0,Average,Smartphone,6.0,2.0,5.0,4.0,0,3,Remain Constant,NO,Scrolling through social media,YES,YES,School/college
R916,39,2.0,Excellent,Tablet,1.0,1.0,7.0,1.0,0.5,3,Remain Constant,NO,Cooking,NO,YES,"Friends , relatives"
R917,20,3.0,Average,Smartphone,2.0,0.0,8.0,1.0,1,3,Remain Constant,NO,Meditation,NO,YES,School/college
R918,19,5.0,Average,Laptop/Desktop,2.0,0.5,8.0,2.0,1,3,Increased,NO,Listening to music,NO,YES,Roaming around freely
R919,23,2.0,Average,Laptop/Desktop,6.0,2.0,7.0,4.0,2,4,Remain Constant,NO,Online surfing,YES,YES,Roaming around freely
R920,21,5.0,Average,Laptop/Desktop,2.0,0.0,10.0,2.0,0.5,3,Increased,NO,Listening to music,YES,NO,School/college
R921,10,5.0,Average,Laptop/Desktop,2.0,1.0,9.0,1.5,1,4,Increased,NO,Online gaming,YES,YES,everything
R922,14,5.0,Average,Tablet,1.0,1.0,9.0,1.0,4,3,Increased,NO,Online gaming,YES,YES,"Friends , relatives"
R923,9,5.0,Excellent,Smartphone or Laptop/Desktop,2.0,0.6,7.0,1.0,0,4,Remain Constant,NO,Online gaming,YES,YES,Eating outside
R924,22,4.0,Average,Laptop/Desktop,3.0,1.0,7.0,1.0,2,3,Decreased,NO,Online gaming,YES,YES,Roaming around freely
R925,13,4.0,Good,Laptop/Desktop,2.0,0.0,10.0,3.0,0,4,Remain Constant,NO,Online gaming,NO,YES,Colleagues
R926,23,2.0,Very poor,Smartphone,2.0,1.0,6.0,3.0,0,3,Increased,NO,Listening to music,NO,NO,School/college
R927,13,5.0,Very poor,Smartphone,1.0,0.6,7.0,4.0,2,4,Decreased,NO,Listening to music,NO,YES,School/college
R928,21,1.0,Good,Laptop/Desktop,3.0,1.0,10.0,3.0,1,3,Increased,NO,Social Media,YES,YES,School/college
R929,34,3.0,Average,Smartphone,6.0,0.0,6.0,1.0,1,3,Remain Constant,NO,Listening to music,YES,YES,School/college
R930,14,9.0,Good,Smartphone,2.0,1.0,9.0,1.0,0,2,Remain Constant,NO,Online gaming,YES,YES,Colleagues
R931,32,2.0,Average,Smartphone,2.0,1.0,6.0,1.0,0,1,Remain Constant,NO,Listening to music,YES,YES,Travelling
R932,21,3.0,Average,Smartphone,2.0,1.0,8.0,6.0,3,2,Remain Constant,NO,Painting,NO,YES,School/college
R933,19,3.0,Excellent,Smartphone,0.0,1.0,6.0,4.0,1,3,Remain Constant,NO,Listening to music,YES,NO,School/college
R934,14,5.0,Average,Tablet,3.0,1.0,6.0,4.0,0,2,Increased,YES,Listening to music,YES,YES,Travelling
R935,22,1.0,Average,Smartphone,1.0,0.0,9.0,3.0,0,3,Increased,NO,Listening to music,YES,YES,Eating outside
R936,26,9.0,Very poor,Laptop/Desktop,2.0,0.0,5.0,3.0,1,3,Increased,NO,Reading books,YES,YES,School/college
R937,21,2.0,Very poor,Smartphone,2.0,0.0,7.0,1.0,1,3,Remain Constant,YES,Listening to music,NO,YES,School/college
R938,22,1.0,Very poor,Laptop/Desktop,6.0,0.0,6.0,2.0,0,2,Increased,YES,Watching web series,YES,YES,Travelling
R939,21,2.0,Average,Laptop/Desktop,3.0,1.0,8.0,6.0,2,3,Remain Constant,NO,Dancing,YES,YES,Travelling
R940,40,5.0,Excellent,Laptop/Desktop,4.0,1.0,7.0,6.0,2,3,Remain Constant,NO,Listening to music,YES,YES,School/college
R941,15,2.0,Good,Laptop/Desktop,2.0,0.0,11.0,5.0,0,3,Remain Constant,NO,Web Series,NO,YES,Nothing
R942,16,3.0,Average,Smartphone,3.0,0.0,10.0,5.0,3,4,Remain Constant,NO,Listening to music,NO,YES,Eating outside
R943,20,4.0,Very poor,Smartphone,3.0,1.0,8.0,5.0,2,4,Increased,NO,Reading books,YES,YES,Roaming around freely
R944,22,2.0,Very poor,Laptop/Desktop,1.0,0.0,8.0,4.0,0,2,Remain Constant,NO,Online gaming,NO,YES,"Friends , relatives"
R945,22,4.0,Average,Laptop/Desktop,6.0,0.0,8.0,5.0,1,3,Increased,NO,Listening to music,NO,YES,Eating outside
R946,23,2.0,Good,Smartphone,7.0,0.0,7.0,4.0,1,4,Increased,NO,Dancing,NO,YES,Travelling
R947,21,4.0,Good,Laptop/Desktop,10.0,1.0,7.0,3.0,0,3,Remain Constant,YES,Listening to music,NO,YES,Travelling
R948,17,3.0,Average,Smartphone,2.0,1.0,8.0,5.0,3.5,1,Remain Constant,NO,Watching web series,YES,YES,School/college
R949,24,0.0,Average,Laptop/Desktop,10.0,1.0,8.0,1.0,0,3,Increased,NO,Talking to your relatives,YES,YES,School/college
R950,19,1.0,Average,Smartphone,0.0,0.0,8.0,6.0,2,2,Decreased,YES,Online gaming,NO,NO,Eating outside
R951,23,10.0,Average,Laptop/Desktop,1.0,0.0,8.0,8.0,1,3,Decreased,NO,Watching web series,YES,YES,Travelling
R952,21,6.0,Average,Smartphone,2.0,1.0,7.0,3.0,1,3,Decreased,NO,Reading books,YES,YES,"Friends , relatives"
R953,14,6.0,Good,Tablet,2.0,0.0,8.3,1.0,2.5,3,Increased,NO,Online gaming,NO,YES,All
R954,14,3.0,Good,Smartphone,1.0,0.0,8.0,3.0,1,4,Remain Constant,NO,Web Series,NO,YES,Colleagues
R955,23,2.0,Average,Laptop/Desktop,6.0,1.0,7.0,2.0,1,3,Increased,NO,Online gaming,NO,YES,School/college
R957,33,2.0,Average,Smartphone,1.0,0.0,6.0,1.0,0.5,2,Remain Constant,NO,Meditation,NO,YES,Travelling
R958,11,4.0,Good,Smartphone,2.0,0.0,9.0,1.0,0,3,Remain Constant,NO,Sleeping,YES,YES,School/college
R959,20,3.0,Good,Laptop/Desktop,2.0,1.0,10.0,2.0,0,4,Increased,NO,Sleeping,YES,YES,Colleagues
R960,23,2.0,Average,Smartphone,2.0,0.3,8.0,1.0,N,3,Decreased,NO,Meditation,YES,YES,"Friends , relatives"
R962,18,0.0,Poor,Smartphone,0.0,2.0,12.0,1.0,0,7,Increased,NO,Online gaming,NO,YES,Roaming around freely
R963,21,4.0,Average,Smartphone,8.0,0.0,6.0,1.0,0,2,Decreased,YES,Online surfing,NO,NO,Travelling
R964,38,2.0,Very poor,Laptop/Desktop,4.0,0.0,7.0,3.0,1,3,Increased,NO,Scrolling through social media,NO,NO,Roaming around freely
R965,20,5.0,Good,Laptop/Desktop,5.0,0.0,8.0,3.0,0,2,Remain Constant,NO,Reading,YES,NO,Colleagues
R967,11,2.0,Excellent,Smartphone,1.0,0.0,10.0,3.0,2,3,Increased,NO,Online gaming,YES,YES,"Friends , relatives"
R968,22,0.0,Good,Laptop/Desktop,4.0,1.0,7.0,3.0,0,3,Increased,NO,Listening to music,NO,YES,Travelling
R970,21,8.0,Very poor,Laptop/Desktop,1.0,1.0,9.0,2.0,0,3,Remain Constant,YES,Scrolling through social media,NO,NO,Eating outside
R971,26,0.0,Very poor,Smartphone,0.0,0.0,12.0,2.0,2,2,Remain Constant,YES,Listening to music,NO,NO,School/college
R972,23,2.0,Very poor,Laptop/Desktop,1.0,1.0,7.5,1.0,2,3,Remain Constant,NO,Online gaming,YES,YES,Travelling
R973,19,3.0,Average,Smartphone,5.0,1.0,6.0,1.0,0,2,Remain Constant,NO,Reading books,YES,YES,"Friends , relatives"
R974,21,5.0,Average,Smartphone,3.0,1.0,8.0,4.0,0,4,Remain Constant,YES,Cooking,NO,NO,School/college
R975,20,4.0,Very poor,Laptop/Desktop,3.0,0.0,9.0,2.0,1,2,Remain Constant,NO,Scrolling through social media,YES,NO,School/college
R976,19,1.0,Good,Laptop/Desktop,2.0,0.0,8.0,1.0,0.3,3,Remain Constant,NO,Dancing,NO,YES,School/college
R977,20,4.0,Very poor,Smartphone,2.0,0.0,10.0,1.0,0,3,Decreased,NO,Sleeping,NO,NO,Roaming around freely
R978,19,2.0,Average,Laptop/Desktop,3.0,0.5,8.0,2.0,1,3,Increased,NO,Watching web series,NO,NO,School/college
R979,17,4.0,Good,Laptop/Desktop,2.0,1.0,10.0,6.0,4,4,Increased,NO,Listening to music,YES,YES,Colleagues
R980,20,10.0,Very poor,Laptop/Desktop,2.0,1.0,8.0,5.0,0,3,Remain Constant,NO,Scrolling through social media,NO,NO,Nothing
R981,20,4.0,Good,Smartphone,2.0,1.0,8.0,2.0,0.1,4,Remain Constant,NO,Cooking,YES,YES,School/college
R982,27,4.0,Average,Smartphone,2.0,0.0,7.0,8.0,4,3,Increased,NO,Listening to music,NO,YES,Travelling
R983,18,7.0,Very poor,Smartphone,4.0,0.0,9.0,2.0,0,2,Decreased,NO,Online surfing,NO,YES,School/college
R984,18,8.0,Good,Smartphone,2.0,0.25,7.0,1.5,1,3,Increased,NO,Talking,NO,NO,School/college
R985,19,6.0,Average,Smartphone,4.0,1.0,6.0,5.0,2,3,Remain Constant,NO,Online gaming,NO,NO,School/college
R986,18,5.0,Very poor,Smartphone,0.0,0.0,7.0,1.0,0.5,3,Decreased,NO,Online gaming,YES,NO,School/college
R987,20,4.0,Good,Smartphone,2.0,1.0,8.0,2.0,0.1,4,Remain Constant,NO,Cooking,YES,YES,School/college
R988,19,6.0,Very poor,Laptop/Desktop,2.0,0.0,8.0,2.0,0,3,Increased,NO,Listening to music,NO,NO,Roaming around freely
R989,19,6.0,Average,Laptop/Desktop,5.0,1.0,7.0,3.0,0.3,4,Increased,NO,Watching web series,YES,YES,School/college
R990,18,8.0,Very poor,Smartphone,0.0,1.0,6.0,5.0,0,2,Decreased,NO,Online gaming,NO,YES,Roaming around freely
R991,18,4.0,Very poor,Smartphone,0.0,1.0,8.0,2.0,0.3,3,Remain Constant,NO,Sketching,YES,YES,"Friends , relatives"
R992,19,8.0,Good,Smartphone,2.0,2.0,8.0,5.0,1,2,Decreased,YES,Dancing,NO,YES,School/college
R993,26,1.0,Average,Smartphone,1.0,0.0,8.0,3.0,0,3,Increased,NO,Listening to music,NO,YES,School/college
R994,18,8.0,Average,Smartphone,3.0,1.0,5.0,4.0,2,2,Decreased,NO,Listening to music,NO,NO,School/college
R995,19,2.0,Good,Smartphone,2.0,1.0,8.0,3.0,2,1,Decreased,YES,Listening to music,NO,YES,School/college
R996,18,5.0,Average,Smartphone,2.0,0.0,6.0,1.0,0,3,Remain Constant,NO,Talking to your relatives,NO,YES,School/college
R997,21,2.0,Average,Laptop/Desktop,1.0,0.0,12.0,3.0,0,2,Increased,NO,Listening to music,NO,YES,School/college
R998,19,0.0,Very poor,Laptop/Desktop,8.0,0.0,8.0,10.0,0,3,Remain Constant,YES,Talking to your relatives,YES,YES,"Friends , relatives"
R999,23,2.0,Average,Laptop/Desktop,2.0,2.0,7.0,5.0,2,2,Remain Constant,NO,Scrolling through social media,NO,YES,"Friends , relatives"
R1000,22,4.0,Good,Laptop/Desktop,2.0,0.0,9.0,3.0,1,2,Increased,NO,Listening to music,YES,YES,School/college
R1001,19,8.0,Average,Smartphone,4.0,0.0,6.0,1.0,2,2,Remain Constant,NO,Sleeping,NO,YES,School/college
R1002,19,6.0,Good,Laptop/Desktop,2.0,0.0,8.0,10.0,0,4,Increased,NO,Social Media,NO,YES,School/college
R1004,18,6.0,Very poor,Smartphone,4.0,0.0,7.0,3.0,0.3,4,Decreased,NO,Online surfing,YES,YES,School/college
R1005,12,0.0,Excellent,Smartphone,3.0,1.0,8.0,1.0,2,2,Increased,NO,Reading books,YES,YES,School/college
R1006,18,5.0,Good,Smartphone,3.0,2.0,8.0,3.0,0,3,Remain Constant,NO,Listening to music,NO,YES,Travelling
R1007,19,4.0,Very poor,Laptop/Desktop,3.0,0.0,8.0,2.0,0,3,Remain Constant,NO,Listening to music,YES,NO,Roaming around freely
R1008,19,6.0,Average,Laptop/Desktop,2.0,2.0,6.0,3.0,0.3,2,Increased,NO,Listening to music,NO,YES,School/college
R1009,20,3.0,Very poor,Laptop/Desktop,2.0,0.0,7.0,3.0,0,4,Decreased,YES,Reading books,NO,NO,School/college
R1010,26,4.0,Very poor,Smartphone,2.0,0.0,7.0,2.0,0,3,Increased,NO,Listening to music,NO,YES,Travelling
R1011,20,3.0,Very poor,Laptop/Desktop,2.0,1.0,8.0,1.0,1,4,Increased,NO,Online gaming,NO,YES,School/college
R1012,23,4.0,Good,Smartphone,2.0,1.0,7.0,3.0,1,3,Remain Constant,YES,Cooking,YES,YES,Colleagues
R1013,26,4.0,Very poor,Smartphone,3.0,1.0,7.0,2.0,1,3,Remain Constant,NO,Listening to music,NO,NO,Roaming around freely
R1014,19,4.0,Average,Laptop/Desktop,2.0,0.5,8.0,2.0,1,2,Remain Constant,NO,Watching web series,NO,NO,"Friends , relatives"
R1015,22,0.0,Good,Laptop/Desktop,2.0,1.0,9.0,2.0,2,2,Remain Constant,NO,Sleeping,YES,YES,School/college
R1016,23,3.0,Average,Smartphone,4.0,1.0,8.0,3.0,2,3,Remain Constant,NO,Online surfing,YES,NO,School/college
R1017,20,2.0,Good,Smartphone,3.0,1.0,6.0,2.0,3,2,Remain Constant,NO,Sleeping,NO,YES,Travelling
R1018,29,5.0,Average,Laptop/Desktop,3.0,1.0,8.0,2.0,2,3,Remain Constant,NO,Watching web series,YES,YES,Travelling
R1019,28,5.0,Good,Laptop/Desktop,4.0,1.0,10.0,2.0,1,3,Remain Constant,NO,Online gaming,YES,YES,School/college
R1020,32,3.0,Average,Laptop/Desktop,2.0,0.0,6.0,2.0,0.3,3,Increased,YES,Talking to your relatives,YES,YES,"Friends , relatives"
R1021,21,0.0,Poor,Smartphone,1.0,2.0,7.0,2.0,0.5,4,Decreased,NO,Meditation,YES,YES,Travelling
R1022,24,1.0,Good,Smartphone,3.0,2.0,8.0,2.0,0,2,Remain Constant,NO,Social Media,YES,YES,Eating outside
R1023,25,0.0,Good,Laptop/Desktop,4.0,1.0,8.0,2.0,0,2,Remain Constant,YES,Web Series,NO,YES,Travelling
R1024,32,4.0,Average,Laptop/Desktop,4.0,1.0,6.0,0.3,0,3,Remain Constant,NO,Cooking,YES,YES,School/college
R1025,35,1.0,Good,Smartphone,3.0,1.0,7.0,2.0,0,2,Remain Constant,NO,Talking,YES,YES,Travelling
R1026,27,0.0,Good,Smartphone,2.0,0.0,8.0,2.0,2,3,Remain Constant,NO,Sleeping,NO,YES,Travelling
R1027,36,3.0,Average,Laptop/Desktop,2.0,0.0,10.0,2.0,0,3,Increased,NO,Watching web series,NO,NO,Travelling
R1028,22,5.0,Very poor,Laptop/Desktop,1.0,1.0,8.0,1.0,0.5,3,Decreased,YES,Sleeping,YES,YES,Eating outside
R1029,20,6.0,Good,Laptop/Desktop,4.0,1.0,6.0,1.0,0,3,Increased,NO,Listening to music,YES,YES,School/college
R1030,16,4.0,Very poor,Smartphone,2.0,0.0,9.0,2.0,0,2,Remain Constant,NO,Scrolling through social media,NO,YES,School/college
R1031,38,2.0,Average,Laptop/Desktop,3.0,1.0,5.0,3.0,0,3,Increased,NO,Listening to music,YES,NO,Roaming around freely
R1032,24,2.0,Good,Smartphone,0.0,1.0,9.0,5.0,3,4,Increased,NO,Online gaming,YES,YES,Colleagues
R1033,25,0.0,Very poor,Smartphone,2.0,0.0,7.0,5.0,0,3,Remain Constant,NO,Listening to music,NO,YES,Roaming around freely
R1034,20,2.0,Very poor,Smartphone,8.0,1.0,6.0,1.0,0,3,Remain Constant,NO,Watching web series,YES,YES,"Friends , relatives"
R1035,22,2.0,Very poor,Smartphone,1.0,0.0,9.0,3.0,2,2,Decreased,YES,Listening to music,NO,YES,School/college
R1036,23,4.0,Average,Smartphone,3.0,1.0,8.0,2.0,0,4,Remain Constant,NO,Scrolling through social media,NO,YES,School/college
R1037,24,2.0,Very poor,Smartphone,6.0,0.0,12.0,4.0,0,4,Remain Constant,NO,Scrolling through social media,NO,YES,School/college
R1038,20,0.0,Average,Smartphone,0.0,2.0,9.0,2.0,0.5,3,Remain Constant,NO,Sports,NO,YES,School/college
R1040,20,5.0,Average,Laptop/Desktop,4.0,1.0,8.0,1.5,1,3,Increased,NO,Listening to music,NO,YES,Eating outside
R1041,19,3.0,Very poor,Laptop/Desktop,3.0,0.0,8.0,3.0,0,3,Remain Constant,YES,Scrolling through social media,NO,NO,Eating outside
R1042,18,4.0,Very poor,Laptop/Desktop,1.0,1.0,10.0,3.0,1,4,Increased,NO,Reading books,NO,NO,Eating outside
R1043,20,5.0,Very poor,Laptop/Desktop,3.0,0.5,10.0,3.0,2,3,Increased,NO,Sleeping,YES,NO,"Friends , relatives"
R1044,21,6.0,Good,Laptop/Desktop,4.0,1.0,8.0,2.0,0.5,3,Remain Constant,NO,Web Series,YES,YES,Travelling
R1045,20,2.0,Very poor,Laptop/Desktop,1.0,0.0,6.0,1.0,2,3,Decreased,NO,Listening to music,NO,NO,Roaming around freely
R1046,20,2.0,Good,Smartphone,2.0,1.0,8.0,2.0,3,3,Decreased,NO,Sleeping,YES,YES,Colleagues
R1047,21,4.0,Excellent,Laptop/Desktop,2.0,0.0,8.0,0.5,4,3,Increased,YES,Meditation,YES,YES,"Friends , relatives"
R1048,22,2.0,Average,Laptop/Desktop,2.0,1.0,8.0,3.0,0.5,3,Remain Constant,NO,Scrolling through social media,NO,NO,"Friends , relatives"
R1049,22,2.0,Very poor,Smartphone,3.0,1.0,10.0,4.0,2,4,Remain Constant,NO,Scrolling through social media,NO,YES,Eating outside
R1050,21,0.0,Poor,Smartphone,1.0,0.0,7.0,0.0,0,2,Increased,NO,Reading books,YES,YES,"Friends , relatives"
R1051,19,4.0,Very poor,Laptop/Desktop,3.0,0.0,10.0,4.0,N,2,Increased,YES,Sleeping,NO,NO,School/college
R1052,18,2.0,Average,Smartphone,2.0,1.0,8.0,1.3,2,4,Remain Constant,NO,Drawing and painting and sketching,NO,YES,"Friends , relatives"
R1053,20,3.0,Very poor,Smartphone,2.0,0.0,6.0,3.0,0,2,Increased,NO,Reading books,YES,NO,Roaming around freely
R1054,20,3.0,Average,Smartphone,3.0,1.0,11.0,3.0,0,3,Remain Constant,NO,With a friend,NO,YES,School/college
R1055,18,0.0,Good,Smartphone,3.0,1.0,7.0,2.0,1,4,Remain Constant,NO,Meditation,YES,YES,Colleagues
R1056,31,8.0,Very poor,Laptop/Desktop,1.0,0.0,8.0,2.0,1,2,Remain Constant,NO,Online gaming,NO,YES,Roaming around freely
R1057,18,6.0,Very poor,Laptop/Desktop,2.0,0.0,8.0,1.0,0.5,2,Increased,NO,Watching web series,NO,YES,School/college
R1059,20,3.0,Average,Laptop/Desktop,2.0,0.0,9.0,5.0,0,4,Increased,NO,Scrolling through social media,NO,NO,Eating outside
R1060,33,4.0,Average,Smartphone,2.0,1.0,6.0,4.0,1,3,Increased,YES,Talking to your relatives,YES,YES,School/college
R1061,24,2.0,Average,Smartphone,4.0,0.0,6.0,3.0,0,4,Increased,NO,Watching web series,NO,YES,Travelling
R1062,17,5.0,Very poor,Laptop/Desktop,0.5,0.3,7.5,0.5,0.3,3,Remain Constant,NO,Online gaming,YES,NO,Travelling
R1063,15,4.0,Average,Laptop/Desktop,3.0,0.0,8.0,2.0,1,3,Remain Constant,NO,Painting,YES,YES,Eating outside
R1064,17,4.0,Average,Laptop/Desktop,5.0,2.0,7.0,0.4,0.5,3,Remain Constant,NO,"Reading books, music, exercise",NO,YES,Friends and roaming around freely
R1065,16,4.0,Excellent,Smartphone or Laptop/Desktop,3.0,1.0,8.0,5.0,5,3,Increased,NO,Listening to music,NO,NO,Roaming around freely
R1066,15,8.0,Average,Tablet,4.0,0.0,5.0,2.0,1,3,Remain Constant,NO,Watching ted talks and music and books,YES,NO,School/college
R1067,16,8.0,Good,Smartphone,5.0,0.0,9.0,1.0,0,2,Increased,NO,Social Media,NO,NO,Colleagues
R1069,15,7.0,Good,Smartphone,3.0,2.0,6.0,0.0,1,3,Remain Constant,NO,Sleeping,NO,YES,School/college
R1070,16,5.0,Very poor,Smartphone,1.0,2.0,10.0,1.5,0,3,Remain Constant,NO,Online gaming,NO,NO,Roaming around freely
R1071,16,4.0,Very poor,Smartphone,4.0,1.0,7.0,2.0,0,3,Remain Constant,NO,Watching web series,NO,YES,"Friends , relatives"
R1072,16,7.0,Good,Tablet,3.0,0.0,8.0,0.5,0,2,Decreased,NO,Listening to music,NO,NO,All
R1073,30,2.0,Very poor,Laptop/Desktop,0.0,1.0,8.0,1.0,8,4,Increased,NO,Watching web series,NO,NO,NOTHING
R1074,16,5.0,Very poor,Smartphone,2.0,0.5,7.0,1.0,2,3,Remain Constant,NO,Calling friends,NO,YES,"Friends , relatives"
R1075,15,5.0,Average,Laptop/Desktop,4.0,1.0,8.0,2.0,1,3,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R1076,16,4.0,Average,Laptop/Desktop,8.0,1.0,8.0,0.5,0.5,4,Decreased,NO,Listening to music,YES,YES,School/college
R1077,15,4.0,Very poor,Laptop/Desktop,4.0,0.0,5.0,4.0,0,3,Decreased,NO,Online gaming,NO,NO,School/college
R1078,15,4.0,Good,Smartphone,4.0,1.0,7.0,2.0,1,4,Remain Constant,NO,Online gaming,YES,YES,School/college
R1079,15,8.0,Very poor,Smartphone,2.0,0.0,8.0,1.0,0,3,Increased,NO,Online gaming,NO,YES,School/college
R1080,16,7.0,Good,Smartphone,2.0,0.0,8.0,0.5,1.5,3,Remain Constant,NO,Talking,NO,YES,School/college
